code	control_number	profession	description
722	6.0	Кузнецы, слесари-инструментальщики, станочники, наладчики и рабочие родственных занятий 	" Кузнецы, слесари-инструментальщики,
станочники, наладчики и рабочие родственных занятий куют и прессуют
балки, стержни или изложницы из железа, стали и других металлов для
изготовления и ремонта различных инструментов, оборудования и других
изделий; налаживают для операторов или налаживают и управляют
различными станками; шлифуют металлические поверхности и затачивают
режущий инструмент.
Выполняемые обязанности обычно включают: ковку и
штамповку железа, стали и других металлов для изготовления и ремонта
различных инструментов, оборудования и других изделий; наладку
станков для операторов или наладку и управление различными станками с
жестким допуском; шлифовку металлических поверхностей и затачивание
режущих инструментов.
Занятия данной малой группы входят в следующие
начальные группы:
7221 Кузнецы
7222 Слесари-инструментальщики и
рабочие родственных занятий
7223 Станочники и наладчики
металлообрабатывающих станков
7224 Полировщики, шлифовщики и заточники инструментов
"
7221	1.0	Кузнецы 	" Кузнецы куют и прессуют балки, стержни, изложницы и
листы железа, стали или других металлов, а также тянут проволоку для
изготовления и ремонта различных инструментов, металлических изделий,
частей оборудования, сельскохозяйственного и аналогичного инвентаря.
В их обязанности входит:
- нагревание
металла в кузнечных печах и изготовление и ремонт изделий посредством
вытягивания, загибания, резания, ковки металла на наковальне,
штамповка, обрезание, сращивание и закалка и отпуск металла;
- фасонирование нагретого металла в поковки на
механическом молоте, имеющем открытые штампы;
- управление копром для прессования металлических
изделий в закрытых штампах;
- управление механическим прессом, укомплектованным
закрытыми штампами для прессования металлических изделий;
- волочение проволоки;
- чтение нарядов на выполнение работ или светокопий для
определения установленных допусков и последовательности операций с
целью наладки станка;
- измерение и осмотр деталей станка
для обеспечения соответствия спецификациям изделий.
Примеры занятий, отнесенных к данной начальной группе:
Кузнец
Кузнец на молотах и прессах
Кузнец ручной ковки
Кузнец-штамповщик
Кузнец-штамповщик на ротационных машинах
Рабочий на кузнечном прессе
Рабочий-молотобоец
"
7222	3.0	Слесари-инструментальщики и рабочие родственных занятий 	" Слесари-инструментальщики и рабочие
родственных занятий производят и ремонтируют металлообрабатывающие
обычные и специализированные инструменты, спортивные ружья, замки,
штампы, модели, составные части машин и механизмов и другие
металлические изделия с использованием ручных инструментов и
металлорежущих станков для высокоточной обработки металла.
В их обязанности входит:
- чтение и объяснение технологических чертежей и
спецификаций инструментов, штампов, прототипов или моделей;
- подготовка шаблонов и эскизов и определение
технологических процессов;
- визуализация и вычисление габаритов, размеров, форм и
допусков сборочных узлов на основе спецификаций;
- позиционирование, фиксация и
измерение металлических заготовок или отливок для обработки на
станках;
- наладка, управление и
осуществление технического обслуживания обычных станков и станков с
компьютеризированным числовым программным управлением для резки,
обтачивания, вальцевания, сглаживания, сверления, вырезания
отверстий, шлифовки или другой формовки обрабатываемых изделий в
соответствии с предусмотренными габаритами, а также их доводка;
- подгонка и сборка деталей для производства и ремонта
колодок, фиксаторов и измерительных приспособлений;
- ремонт и модификация спортивных
ружей и другого стрелкового оружия;
- производство, подгонка, сборка, ремонт и установка
замков и их частей;
- производство и ремонт
металлических моделей для подготовки литейных форм;
- нанесение линий и точек приведения на металлические
заготовки для рабочих, которые осуществляют дальнейшую обработку,
включая резку, точение, вальцовку, шлифовку или другую формовку
металла;
- поверка габаритов, центровки и допусков готовых
деталей на их соответствие спецификациям с использованием
прецизионных измерительных приборов и испытание готовых изделий на
предмет их правильного срабатывания.
Примеры занятий, отнесенных к
данной начальной группе:
Изготовитель штампов
Инструментальщик
Модельщик по металлическим моделям
Оружейник
Слесарь по изготовлению замков
Слесарь-инструментальщик
Некоторые родственные занятия, отнесенные к другим
начальным группам:
Оператор станка, производство инструментов - 7223
Слесарь-сборщик - 8211
"
7223	7.0	Станочники и наладчики металлообрабатывающих станков 	" Станочники и наладчики
металлообрабатывающих станков и другого промышленного оборудования
обрабатывают детали и изделия на токарных, фрезерных, сверлильных,
зуборезных, резьбофрезерных и других металлообрабатывающих станках
при помощи различных приспособлений с точной выверкой размеров в
нескольких плоскостях; налаживают станки, полуавтоматы, автоматы и
другое оборудование с применением режущего и измерительного
инструмента, копировальных устройств и приспособлений.
В их обязанности входит:
- наладка одного или нескольких типов станков для
изготовления типовых металлических изделий;
- управление и
контроль металлообрабатывающих станков, таких как токарные,
фрезерные, строгальные, расточные, сверлильные, шлифовальные или
хонинговальные станки, в том числе универсальные
металлообрабатывающие станки с числовым программным управлением;
- выполнение аналогичных задач при машинной обработке
пластмасс и других заменителей металла;
- наблюдение за работой станков для выявления дефектов
обрабатываемых деталей или нарушений нормальной работы станков, а
также регулирования станков по мере необходимости;
- осмотр обрабатываемых изделий на
предмет обнаружения дефектов и измерение обрабатываемых изделий для
определения точности работы станков с использованием линеек, шаблонов
или других измерительных инструментов;
- смена изношенных компонентов
станков, включая резцы и щетки, с использованием ручных инструментов.
Примеры занятий, отнесенных к данной начальной группе:
Наладчик зуборезных и резьбофрезерных станков
Наладчик станков
Наладчик шлифовальных станков
Наладчик-оператор станков
Оператор станка, производство инструментов
Станочник широкого профиля
Токарь
Токарь по металлу
Фрезеровщик
"
7224	0.0	Полировщики, шлифовщики и заточники инструментов 	" Полировщики,
шлифовщики и заточники инструментов шлифуют и доводят детали и
инструмент на шлифовальных станках различных типов и конструкций,
полируют детали вручную и на полировальных станках различных типов,
накатывают и наклеивают абразивные материалы на полировальные круги,
ремни, диски и барабаны, налаживают шлифовальные и полировальные
станки.
В их обязанности входит:
- управление стационарными или переносными
шлифовальными и полировальными станками;
- заточка режущего инструмента и приспособлений с
использованием точильных кругов или механических точильных машин;
- ремонт, регулировка и заточка
режущих полотен и металлических зубьев в цилиндрах текстильных
чесальных машин;
- доводка точильных кругов в соответствии со
спецификациями;
- наблюдение за работой станков для
выявления необходимости в их регулировке по мере необходимости, а
также останов станков при возникновении каких-либо проблем;
- проверка, контроль и измерение обрабатываемых деталей
для обеспечения того, чтобы поверхности и габариты соответствовали
спецификациям;
- выбор и монтаж точильных кругов на станки в
соответствии со спецификациями, с использованием ручных инструментов
и применением знаний об абразивных материалах и процессах шлифовки.
Примеры занятий, отнесенных к
данной начальной группе:
Зубошлифовщик
Накатчик полировальных кругов
Полировщик
Полировщик, металл
Резьбошлифовщик
Точильщик, ножи
Шлифовщик
Шлифовщик, ручной инструмент
Некоторые родственные занятия, отнесенные к другим
начальным группам:
Оператор полировочного станка - 8122
Оператор станка, финишная металлообработка - 8122
"
723	9.0	Механики и ремонтники транспортных средств, сельскохозяйственного и производственного оборудования и рабочие родственных занятий 	" Механики и ремонтники транспортных
средств, сельскохозяйственного и производственного оборудования и
рабочие родственных занятий осуществляют сборку, наладку,
регулировку, испытания, техническое обслуживание и ремонт
сельскохозяйственного и производственного оборудования, наземных
транспортных средств, летательных аппаратов, морских и речных судов,
выполняя при этом различной сложности слесарные работы, регулировку и
испытание оборудования и изделий, контроль их технического состояния.
Выполняемые
обязанности обычно включают: сборку, техническое обслуживание и
ремонт автотранспортных средств и железнодорожного подвижного
состава, летательных аппаратов и судов, сельскохозяйственного и
производственного оборудования; регулировку, отладку и испытание
собираемых и ремонтируемых машин и оборудования; монтаж и демонтаж
испытательных стендов, составление дефектных ведомостей и оформление
приемо-сдаточной документации.
Занятия данной малой группы входят в следующие
начальные группы:
7231 Механики и ремонтники автотранспортных средств
7232 Механики и ремонтники летательных аппаратов, судов
и железнодорожного подвижного состава
7233 Механики и ремонтники сельскохозяйственного и
производственного оборудования
7234 Ремонтники велосипедов и рабочие родственных
занятий
Примечание -
Работников относят к основной группе 8 Операторы и сборщики
промышленных установок и машин, если выполняемые обязанности в
основном требуют опыта работы и знаний, связанных с эксплуатируемой и
контролируемой машиной. Работников относят к основной группе 9
Неквалифицированные рабочие, если выполняемые обязанности
предполагают выполнение простых повторяющихся работ, в основном
связанных с использованием ручных инструментов, некоторыми
физическими усилиями, отсутствием или незначительным опытом работы, и
не требуют особых знаний, инициативы или принятия решений.
"
7231	2.0	Механики и ремонтники автотранспортных средств 	" Механики и
ремонтники автотранспортных средств производят сборку, регулировку,
наладку, испытания, техническое обслуживание и ремонт двигателей,
узлов, механизмов и сопутствующего оборудования пассажирских
автомобилей, грузовых автомобилей, мотоциклов и других
автотранспортных средств.
В их обязанности входит:
- выявление и диагностика неисправностей двигателей и
их компонентов;
- установка, осмотр, испытание и обслуживание
двигателей автотранспортных средств и мотоциклов;
- замена компонентов двигателей или целых двигателей;
- установка, осмотр, наладка, разборка, восстановление
и замена дефектных деталей автотранспортных средств;
- установка или наладка моторов и
тормозов, а также регулировка рулевой системы или других компонентов
автотранспортных средств;
- установка, регулировка,
обслуживание и замена механотроники и компонентов автотранспортных
средств;
- осуществление планового технического обслуживания,
включая замену масла, горюче-смазочных материалов и наладку
двигателей, для обеспечения плавного хода автотранспортных средств и
соответствия регламентам, регулирующим степени загрязнения;
- повторная сборка двигателей и их компонентов после
ремонта.
Примеры занятий, отнесенных к данной начальной группе:
Механик автотранспортных средств
Механик по обслуживанию
механотроники автотранспортных средств
Механик, двигатели малого объема
Наладчик дизельных двигателей
(автомобильный транспорт)
Ремонтник автотранспортных средств
Слесарь по ремонту автомобилей
Слесарь по ремонту дорожно-строительных машин и
тракторов
Некоторые родственные занятия, отнесенные к другим
начальным группам:
Ремонтник, велосипеды - 7234
Электрик, автотранспортные средства - 7412
Электромеханик - 7412
Слесарь-сборщик, автотранспортные средства - 8211
"
7232	6.0	Механики и ремонтники летательных аппаратов, судов и железнодорожного подвижного состава 	" Механики и ремонтники летательных
аппаратов, судов и железнодорожного подвижного состава осуществляют
техническое обслуживание, ремонт, регулировку, наладку, испытания
двигателей летательных аппаратов и судов и узлов, таких как корпуса
летательных аппаратов и судов, а также установленного на них
гидравлического и пневматического оборудования, агрегатов, приборов,
систем, машин и механизмов.
В их обязанности входит:
- установка, осмотр, испытание и обслуживание
двигателей летательных аппаратов;
- замена компонентов двигателей или
целых двигателей;
- осмотр и проверка корпусов и
компонентов летательных аппаратов, включая шасси, гидравлические
системы и противообледенительные устройства для выявления износа,
трещин, изломов, утечки или других проблем;
- техническое обслуживание, ремонт, капитальный ремонт,
модификация и испытания конструктивных, механических и гидравлических
систем летательных аппаратов;
- чтение и объяснение руководств,
эксплуатационных бюллетеней и других спецификаций для определения
осуществимости и метода ремонта или замены неисправных или
поврежденных компонентов;
- техническое обслуживание, ремонт
и замена элементов конструкций летательных аппаратов, функциональных
компонентов и деталей, таких как крылья и фюзеляж, установленное
оборудование, гидравлические установки, кислородные, топливные и
электрические системы, прокладки и уплотнения; проверка выполненных
работ для установления того, что техническое обслуживание было
проведено в соответствии со стандартами и что летательный аппарат
готов к работе;
- ведение журналов ремонта,
документирование всех работ в рамках профилактического и внепланового
технического обслуживания;
- установка и испытание
электрических и электронных компонентов, узлов и систем летательных
аппаратов;
- подключение к узлам компонентов, таких как
радиосистемы, контрольно-измерительные приборы, индукторы, инверторы,
и систем дозаправки в полете;
- формирование корпусов металлических судов из секций,
блок-секций и объемных секций при построении их в цехе и на стапеле с
выполнением сварочных, клепальных и чеканных работ и проведением
гидравлических испытаний корпусных конструкций;
- изготовление, сборку, правку,
разметку, установку и демонтаж деталей и узлов крепления судового
оборудования, конструкций, устройств, баков, емкостей, цистерн,
судовой мебели, систем кондиционирования и вентиляции;
- проведение испытаний судового оборудования
(установок, аппаратов, приборов и систем) с помощью испытательных
камер и стендов с их регулированием и настройкой;
- разборку, дефектацию, ремонт и монтаж судовых
механизмов, аппаратов, арматуры, паровых машин, дизелей, устройств,
компрессоров и др.;
- ремонт, осмотр и проверка
технического состояния механического, электрического и
пневматического оборудования деталей и узлов на локомотивах.
Примеры занятий, отнесенных к
данной начальной группе:
Бортмеханик
Механик, компоненты ракетных двигателей
Механик, корпуса летательных аппаратов
Механик, пневмогидравлические системы
Механик, реактивные двигатели
Механик, судовые установки
Механик-ремонтник летательных аппаратов
Слесарь по осмотру и ремонту локомотивов на пунктах
технического обслуживания
Слесарь по ремонту летательных аппаратов
Слесарь-судоремонтник
Некоторые родственные занятия, отнесенные к другим
начальным группам:
Инженер, самолетостроение - 2144
Механик-ремонтник по обслуживанию
авиационной электроники - 7421
Слесарь-сборщик, авиационные двигатели - 8211
"
7233	7.0	Механики и ремонтники сельскохозяйственного и производственного оборудования 	" Механики и ремонтники
сельскохозяйственного и производственного оборудования осуществляют
сборку, монтаж, регулировку, испытания, техническое обслуживание и
ремонт узлов, агрегатов, двигателей, сельскохозяйственных и
промышленных машин и механического оборудования, за исключением
автотранспортных средств, двигателей летательных аппаратов и судов и
электродвигателей.
В их обязанности входит:
- установка, осмотр, обслуживание и ремонт двигателей,
машин и механического оборудования;
- смазка маслом и консистентной смазкой стационарных
двигателей и машинного оборудования;
- осмотр и испытание отремонтированных машин и
механического оборудования на предмет проверки его соответствия
стандартам и спецификациям;
- демонтаж машин и механического оборудования для
снятия деталей и осуществления ремонта;
- осмотр деталей для выявления
дефектов, таких как выход из строя или избыточный износ;
- пробная эксплуатация
отремонтированного машинного и механического оборудования для
проверки надлежащего ремонта;
- регистрация проведенных ремонтов и работ по
техническому обслуживанию.
Примеры занятий, отнесенных к данной начальной группе:
Механик строительных машин
Ремонтник сельскохозяйственных машин
Ремонтник стационарных дизельных двигателей
Ремонтник, горное оборудование
Слесарь механосборочных работ
Слесарь по ремонту сельскохозяйственных машин и
оборудования
Слесарь-ремонтник
Некоторые родственные занятия,
отнесенные к другим начальным группам:
Механик кондиционеров и холодильных установок - 7127
Электромеханик - 7412
Слесарь-сборщик механических машин
- 8211
"
7234	3.0	Ремонтники велосипедов и рабочие родственных занятий 	" Ремонтники велосипедов и рабочие родственных занятий
осуществляют сборку, установку, регулировку узлов и механизмов,
техническое обслуживание и ремонт механического и сопутствующего
оборудования велосипедов, детских колясок, инвалидных колясок и
аналогичного безмоторного транспортного оборудования.
В их обязанности входит:
- осмотр, обслуживание и ремонт
велосипедов и другого безмоторного транспортного оборудования;
- очистка и смазывание подшипников
и других подвижных деталей;
- замена и ремонт компонентов и аксессуаров, таких как
тормоза, зубчатые передачи, механизмы приводной цепи, колеса и
велосипедные рули;
- замена шин и контроль давления в них;
- окрашивание рам распылителем;
- сборка новых велосипедов, инвалидных колясок и
аналогичного безмоторного транспортного оборудования.
Примеры занятий, отнесенных к данной начальной группе:
Механик, велосипеды
Ремонтник транспортных средств с педальным управлением
Ремонтник, велосипеды
Ремонтник, детские коляски
Ремонтник, инвалидные коляски
Некоторые родственные занятия,
отнесенные к другим начальным группам:
Механик, мотоциклы - 7231
Ремонтник, мопеды - 7231
"
731	5.0	Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов 	" Рабочие, занятые изготовлением
прецизионных инструментов и приборов, рабочие художественных
промыслов сочетают в своей работе художественные навыки и навыки
квалифицированного ручного труда с целью проектирования,
изготовления, ремонта, регулировки, технического обслуживания и
художественного оформления прецизионных инструментов, музыкальных
инструментов, ювелирных изделий и других изделий из драгоценных
металлов, керамики, а также фарфоровой посуды. Они применяют
традиционные и/или недавно разработанные методы вырезания, формовки,
монтажа, плетения и декорирования различных изделий из стекла,
керамики, текстиля, соломы, камня, дерева и кожи.

Выполняемые обязанности обычно включают: изготовление, настройку,
ремонт, техническое обслуживание и установку музыкальных и
прецизионных инструментов; изготовление, сборку, ремонт ювелирных
изделий, ритуальных или религиозных изделий, изделий из золота,
серебра, других драгоценных металлов или самоцветов; резку, отделку,
полировку и вставку драгоценных и полудрагоценных камней, включая
самоцветы и алмазы, а также нанесение гравировки на ювелирные изделия
и изделия из драгоценных металлов; изготовление гончарных изделий,
фарфоровой посуды, санитарно-технических изделий, кирпичей, плитки и
абразивных кругов вручную или с использованием машин; дутье,
формовку, прессовку, резку, обрезку, шлифовку и полировку стекла или
формовку расплавленного стекла на основе форм; декорирование изделий
из дерева, металла, текстиля, стекла, керамики и других материалов, а
также разработку, разметку и нанесение букв, фигур, монограмм и
узоров для изготовления вывесок; использование традиционных методов,
таких как сушка или пропитка древесины, лозы, соломы, тростника,
глины, раковин и других материалов, а также вырезание, формовку,
сборку, вязание или разрисовку и украшение различных изделий личного
или бытового назначения или в декоративных целях; подготовку
материалов для изготовления плетеной мебели, изготовление различных
видов корзин; применение традиционных методов и моделей для
изготовления тканых материалов, вязаных, вышитых и других предметов
одежды и изделий домашнего обихода.
Занятия данной малой группы входят в следующие
начальные группы:
7311 Рабочие, занятые изготовлением и ремонтом
прецизионных инструментов и приборов
7312 Изготовители, настройщики и реставраторы
музыкальных инструментов
7313 Мастера по изготовлению ювелирных украшений и
изделий из драгоценных металлов и камней, изделий художественных
промыслов (лаковая миниатюра, художественная роспись по металлу и
керамике)
7314 Гончары и рабочие родственных
занятий
7315 Формовщики изделий из стекла,
резчики по камню, шлифовщики и полировщики
7316 Художники по росписи, художники-оформители,
гравировщики и травильщики
7317 Рабочие художественных промыслов, изготавливающие
плетеные изделия, изделия из дерева и аналогичных материалов
7318 Рабочие художественных промыслов, изготавливающие
изделия из текстиля, кожи, меха и аналогичных материалов
7319 Квалифицированные рабочие ручного труда, не
входящие в другие группы
"
7311	9.0	Рабочие, занятые изготовлением и ремонтом прецизионных инструментов и приборов 	" Рабочие, занятые изготовлением и
ремонтом прецизионных инструментов и приборов, изготавливают,
калибруют, ремонтируют, осуществляют техническое обслуживание,
регулируют и устанавливают навигационные, метеорологические,
оптические и другие прецизионные инструменты и оборудование,
механические наручные и настенные часы, а также настраивают их для
обеспечения правильной работы.
В их обязанности входит:
- поверка точности счетчиков,
измерительных приборов, индикаторов или других регистрирующих или
контрольных приборов для выявления неисправных компонентов и
соответствия стандартам;
- калибровка инструментов или весов
с использованием ручного инструмента, компьютеров или электронных
приборов;
- осмотр компонентов, соединений и приводных устройств
для выявления неисправностей;
- сборка инструментов и приборов, таких как барометры,
перепускные клапаны, гироскопы, гигрометры, спидометры, тахометры и
термостаты;
- испытание,
калибровка и регулировка электронных, ртутных, анероидных и других
типов метеорологических приборов для обеспечения их соответствия
опубликованным спецификациям и принципиальным схемам с использованием
вольтметров, осциллографов, приборов для проверки электронных ламп и
других контрольно-измерительных приборов;
- ремонт и настройка оптических инструментов, таких как
микроскопы, телескопы, теодолиты и секстанты;
- ремонт, очистка и регулировка часовых механизмов,
таких как наручные и настенные часы;
- очистка, ополаскивание и просушивание деталей часов с
использованием растворов и ультразвуковых или механических устройств;
- испытание часов на точность и работоспособность с
использованием измерительных и электронных приборов;
- проверка работоспособности
агрегатов в соответствии со спецификациями и обеспечение
предусмотренных показателей и чувствительности посредством
стандартных испытаний.
Примеры занятий, отнесенных к данной начальной группе:
Зубополировщик деталей часов
Мастер по изготовлению метеорологического инструмента
Мастер по изготовлению хирургического инструмента
Мастер по ремонту фотооборудования
Механик протезно-ортопедических изделий
Сборщик хирургических инструментов и аппаратов
Часовщик
Некоторые родственные занятия,
отнесенные к другим начальным группам:
Зубной техник - 3214
Слесарь по изготовлению замков - 7222
Оператор станка - 7223
Сборщик часов - 8212
"
7312	2.0	Изготовители, настройщики и реставраторы музыкальных инструментов 	" Изготовители, настройщики и реставраторы музыкальных
инструментов изготавливают, собирают, ремонтируют, регулируют и
восстанавливают музыкальные инструменты, а также настраивают их с
помощью ручных или механических инструментов. Они обычно
специализируются на инструментах одного типа, например струнные
инструменты, медные духовые инструменты, язычковые музыкальные
инструменты, фортепьяно или ударные инструменты.
В их обязанности входит:
- изготовление и сборка музыкальных
инструментов и деталей инструментов из дерева, эбонита, металла, кожи
и других материалов;
- починка или замена деталей музыкальных инструментов и
компонентов, таких как струны, кобылки, сукно и клавиши с
использованием ручных и механических инструментов;
- игра на музыкальных инструментах для оценки качества
их звучания и выявления дефектов;
- регулировка натяжения струн для достижения
необходимого тона или высоты звучания струнных инструментов;
- регулировка
лабиальных, язычковых труб или отверстий на ножках труб органов с
использованием ручного инструмента для регулирования потока воздуха и
громкости звука;
- настройка и обслуживание труб органа посредством
регулировки высоты звучания труб органа для ноты ""до"" при
помощи высоты звучания камертона, а также настройка высоты звучания
других труб по отношению к высоте настроенных труб;
- перетяжка кожи на барабанах в ударных инструментах;
- настройка аккордеонов на слух посредством сравнения
высоты звука язычков с основным тоном и шлифовка язычков для
получения стандартной высоты звучания;
- регулировка кнопок и клавиш
язычковых и духовых инструментов;
- настройка ударных инструментов
для получения необходимой высоты звучания посредством натяжения или
отпуска кожаных дек для струн, расположенных в верхней части или с
обеих сторон инструмента;
- монтаж и установка новых органных труб и фортепьяно в
зданиях.
Примеры занятий, отнесенных к данной начальной группе:
Изготовитель музыкальных инструментов
Настройщик пианино и роялей
Реставратор музыкальных инструментов
Сборщик духовых инструментов
Сборщик музыкальных инструментов
Сборщик-монтажник клавишных инструментов
Сборщик-монтажник смычковых
инструментов
"
